standard_family_id,standard_family_key
FAM-36F72ACBEA67,IS 13798
FAM-9E3A9D36BA1A,IS 13819
FAM-9F3B63F488D7,IS 13828
FAM-829BD74F1EBE,IS 13830
FAM-C807D7265567,IS 13831
FAM-5E963DB321A0,IS 13857
FAM-F7AD4743C2A5,IS 3014
FAM-1803BAB3D495,IS 3034
FAM-7414545DA36E,IS 364
FAM-9665FC6234F7,IS 453
FAM-32ACA913A008,IS 5224
FAM-718193798807,IS 6316
FAM-C5F3648A8B5C,IS/QC 300600
FAM-A10D3722A35B,IS/QC 300601
FAM-3EF1E63C6548,IS 10210
FAM-B94D697C9FBB,IS 10856
FAM-1292FAB28B67,IS 10859
FAM-7CCDD8E70F4F,IS 13657
FAM-6438A4E6775B,IS 13677
FAM-DC4517044817,IS 13697
FAM-FD4098854E96,IS 13781
FAM-35C663A3F4EA,IS 13804
FAM-3A8B6A9FCD69,IS 13820
FAM-2DF931E71C81,IS 13821
FAM-308890BE5C21,IS 13822
FAM-46AD55440592,IS 13824
FAM-C454829489F8,IS 13836
FAM-8B1375AEEFA6,IS 13837
FAM-1D618E91FABC,IS 1485
FAM-AD77A291CF6C,IS 1538
FAM-34FF3B65291B,IS 1884
FAM-ECF7B788E26A,IS 2362
FAM-139A771CDF3C,IS 2681
FAM-41C598BECEB5,IS 3142
FAM-E0687FE33592,IS 3873
FAM-D12F1AF0B411,IS 3881
FAM-8DF48D76AC2A,IS 5223
FAM-B99286C5E8DA,IS 5468
FAM-28354A643476,IS 6019
FAM-C755527160C9,IS 6766
FAM-64FCC34EEAC9,IS 679
FAM-7F57F3AFABDF,IS 680
FAM-593B34F3C0A4,IS 8308
FAM-9035E3A174C7,IS 8309
FAM-0988473E7200,IS 9800
FAM-E9DB970D5178,IS/QC 440001
FAM-CC409540E765,SP 57
FAM-09133B93FCB3,IS 10274
FAM-C17FD8F9DF5F,IS 11403
FAM-6E7B1E8E25CE,IS 13122
FAM-9248A7C9226A,IS 13658
FAM-D261C507DE55,IS 13703
FAM-E96BA722AC26,IS 13764
FAM-A7E80A963728,IS 13777
FAM-38D82B789A75,IS 13791
FAM-E484FE0BE596,IS 13803
FAM-A95C058B77A9,IS 1467
FAM-822618CF2B61,IS 2023
FAM-7D4E63DDB123,IS 287
FAM-BB636DAF4321,IS 5641
FAM-F01614676DB0,IS 5706
FAM-7EE20EAD249E,IS 6040
FAM-648D91DB06D8,IS 9182
FAM-3E4A07A43520,IS/QC 301200
FAM-58AF7513FB78,IS/QC 301201
FAM-472645F9D5F0,IS/QC 301301
FAM-BEB9AF48EAA3,SP 55
FAM-57DCAECB4E4D,IS 13555
FAM-9A54540E4728,IS 13601
FAM-24B15E1706C7,IS 13619
FAM-B1942619B2AF,IS 13651
FAM-60FCB91FF902,IS 13654
FAM-067A7B827ACE,IS 13661
FAM-BB29FA17B2CE,IS 13666
FAM-1D0145D9C8E6,IS 13679
FAM-8E46CDBAA8BA,IS 13698
FAM-1B7B8ABB3EEB,IS 13705
FAM-F14D33A4AC74,IS 13716
FAM-07CAD060F302,IS 13719
FAM-A88542E05AF4,IS 13748
FAM-C0B764ACDC83,IS 13752
FAM-5BFEED03D4B3,IS 13765
FAM-90942A1EDB89,IS 13766
FAM-EB32A28DE7E8,IS 2021
FAM-6AC9DF47B191,IS 2086
FAM-15FC004766A4,IS 2327
FAM-CCC1EC69C3DB,IS 2486
FAM-39ED3D94FE05,IS 2812
FAM-B307B600D16C,IS 3248
FAM-81D2529FC039,IS 363
FAM-85A55AA5B001,IS 4111
FAM-CF976CE0A6D2,IS 5111
FAM-C0B75E5D0123,IS 6018
FAM-0D6A0B1384F1,IS 6894
FAM-557667BB6986,IS 8541
FAM-2E11883032D8,IS 13608
FAM-1E2B6B7B00E4,IS 13667
FAM-FF443EBD495D,IS 13676
FAM-6B438DD9B619,IS 13685
FAM-190D50B5F734,IS 13694
FAM-B2CDAD639DA9,IS 13702
FAM-9979FACD730F,IS 13704
FAM-DE8B01294A6B,IS 13720
FAM-6E50D6A2CF18,IS 13721
FAM-A94F2A38CB90,IS 13739
FAM-4CB9F2E87F82,IS 13757
FAM-718A70E06C2D,IS 1844
FAM-2A82ECA5A565,IS 1882
FAM-523315C6382A,IS 2203
FAM-AE46997BB69C,IS 3447
FAM-5122FEA7AAB0,IS 7866
FAM-DA436E824611,IS 1337
FAM-0620F2C0846D,IS 13541
FAM-8A1BAB9C751B,IS 13569
FAM-ADD617D7C8E0,IS 13584
FAM-40B0051CF7EB,IS 13638
FAM-CC71C5889DD2,IS 13650
FAM-23EB43349D0F,IS 13652
FAM-B21DDA3D9FC8,IS 13655
FAM-8024F9F01763,IS 13659
FAM-FD20CDCF157A,IS 13660
FAM-5A8AE7AA21F5,IS 13664
FAM-2C5E9454B0E2,IS 13682
FAM-8A94EA9629B5,IS 13691
FAM-4A87EBD80BC5,IS 13709
FAM-6E114D48092B,IS 1632
FAM-DA7F7792476D,IS 2064
FAM-BBD069101D98,IS 2404
FAM-8DADE499E545,IS 4833
FAM-6F49939CBE3A,IS 7363
FAM-992D9C264DDF,IS 8406
FAM-2CB3597A65F0,IS 1172
FAM-71157CB8709B,IS 13588
FAM-CE04B9977461,IS 13612
FAM-99C6DDF9DDB6,IS 13620
FAM-5C4648AE0628,IS 13621
FAM-0D37BB79D469,IS 13622
FAM-0E56257F3043,IS 13623
FAM-691F51886E53,IS 13636
FAM-5478660567E4,IS 13642
FAM-96A5FB5FDB83,IS 13645
FAM-1047DD9A7C84,IS 13647
FAM-B3CE1561FA36,IS 13663
FAM-E5884773D7DF,IS 13692
FAM-A16FC847FC26,IS 1387
FAM-C13E6E8DF4A8,IS 2102
FAM-98EEE84EB052,IS 5652
FAM-6928546628C1,IS 7046
FAM-396632B867D2,IS 10243
FAM-FAA71ECD2AAD,IS 10599
FAM-EAF9F83D5B6E,IS 13668
FAM-AA2C840F55CF,IS 7806
FAM-1C102DACD6CA,IS 9483
FAM-FF94D0B60FE8,IS 11595
FAM-698EBB456451,IS 1253
FAM-815766D56280,IS 13466
FAM-A797C3ADD2D8,IS 13524
FAM-E9854980495C,IS 13525
FAM-D8A090B3EAF6,IS 13526
FAM-55D3CFA60588,IS 13540
FAM-1F950DD49FCF,IS 13544
FAM-31281BDE86BB,IS 13551
FAM-12F1008B0F80,IS 13576
FAM-B1CE736CA23F,IS 13577
FAM-7AAE5DCB2262,IS 13579
FAM-A48E9391191D,IS 1359
FAM-7B916D84D4B4,IS 13590
FAM-E44CA5E44E91,IS 13593
FAM-3DCFF3741284,IS 13594
FAM-D53D57E90A7B,IS 13595
FAM-9EECC783A3A0,IS 13600
FAM-D01961437441,IS 13607
FAM-5DC7033C349D,IS 13609
FAM-EF12A78317E4,IS 13613
FAM-910086DFA9DB,IS 13617
FAM-007361B8C30F,IS 13628
FAM-875EA767AB49,IS 13635
FAM-61287214C55E,IS 13641
FAM-A3CEFFF517D4,IS 13644
FAM-D3B3B935D2CF,IS 13653
FAM-EFF667F0CF6C,IS 2096
FAM-6B383F74503B,IS 2346
FAM-E7DD32EEDF2E,IS 3577
FAM-10C888A1E851,IS 4028
FAM-75E61A64B869,IS 405
FAM-7009ABD7A47B,IS 4849
FAM-C9FF59E8348E,IS 5442
FAM-4267037B6A5C,IS 5817
FAM-1E455EDCD846,IS 5946
FAM-3A2A008A7B69,IS 6012
FAM-DA42E7541E22,IS 6271
FAM-FCBEFE8F5167,IS 6550
FAM-AF03C3C9D877,IS 6551
FAM-7BD53E3BC01E,IS 7511
FAM-90405171C965,IS 7527
FAM-285C4455D136,IS 7566
FAM-E9554759F737,IS 7635
FAM-CA1727E456E2,IS 7636
FAM-BFE671B93166,IS 7637
FAM-340EDC9DD511,IS 8040
FAM-1669A437D902,IS 8584
FAM-A65DED7F6889,IS 8889
FAM-DF7FEBE39309,IS 8978
FAM-D1B09F180FA4,IS 9766
FAM-20D816AF9A99,IS 9985
FAM-D75E43A515D3,IS/QC 410101
FAM-4C96E6FAA39D,IS 10637
FAM-4806C6CE00E1,IS 11502
FAM-1AF50A3E6220,IS 11545
FAM-DB0C616DF5DC,IS 13368
FAM-48F0C4D7A8E6,IS 13411
FAM-78F64D613DDE,IS 13522
FAM-8230EA0336B8,IS 13543
FAM-C0340AB7DD0A,IS 13549
FAM-71788291E9F6,IS 13565
FAM-480D38FFA613,IS 13587
FAM-181A7A4419C1,IS 2987
FAM-0D27B1C95790,IS 5249
FAM-0E033107ABBB,IS 5757
FAM-E1319C9021FC,IS 6704
FAM-003599B249E1,IS 6981
FAM-8F15CD3DD53E,IS 7388
FAM-3DB99D7AFC7F,IS 739
FAM-EE12B61D1866,IS 7579
FAM-0DB427177993,IS 7588
FAM-114397C27E04,IS 7893
FAM-8D05DCB1D628,IS 8092
FAM-4C5A75502F59,IS 13496
FAM-75B6FEB56C9F,IS 11098
FAM-1A79B4FE00BA,IS 11558
FAM-32A42C658537,IS 13378
FAM-9A856BDCFEBA,IS 13495
FAM-9891F0D7A9CE,IS 13520
FAM-21B4DFA262CB,IS 13566
FAM-8E57E782D965,IS 13568
FAM-094D1ACD45C9,IS 1634
FAM-1880AAEFD04D,IS 3644
FAM-376A08097FF0,IS 6002
FAM-74657D15B71D,IS 6680
FAM-4C45360C8A97,IS 6936
FAM-6A11599589B4,IS 7326
FAM-6BEED59F9F63,IS 7870
FAM-06C85CDC6478,IS 902
FAM-DCD792E68227,IS 9165
FAM-BC71B1DB9BE0,IS 9216
FAM-0A97D7335431,IS 10244
FAM-C0493BF2E2FB,IS 13367
FAM-2B5A3CB619F7,IS 13380
FAM-33FCEFBEA3E8,IS 13410
FAM-55056B1EBC76,IS 13464
FAM-49DD7581C2F7,IS 13475
FAM-0B8F67E38BF1,IS 13508
FAM-F423DBD6C260,IS 13513
FAM-C908D55333C2,IS 13515
FAM-330C26DB70F2,IS 13517
FAM-8E8B53B92805,IS 13518
FAM-6C1670E97CA3,IS 13521
FAM-7F46901B06CB,IS 13562
FAM-BE428094C93C,IS 3115
FAM-8C631C4EFB7E,IS 3147
FAM-C9EF35240805,IS 33
FAM-B1B06943B7CB,IS 3630
FAM-753EBA02EA6F,IS 3643
FAM-E3984B194910,IS 4282
FAM-2380B31E20EA,IS 7092
FAM-D53F9ADE2462,IS 9817
FAM-7549361C85B6,IS 10545
FAM-C60620DF4583,IS 13345
FAM-C2B0DF734127,IS 13374
FAM-437196DF6589,IS 13377
FAM-07524EAC2592,IS 13379
FAM-94B282BB0C25,IS 13383
FAM-5B1A2D798A1B,IS 13431
FAM-0BC164E8749A,IS 13436
FAM-ED28C6279EF5,IS 13448
FAM-8907E89A0D85,IS 13449
FAM-5F924C647C2A,IS 13459
FAM-FB04AB91D094,IS 13500
FAM-E4B7026DE4CE,IS 13505
FAM-D1ED97BECC05,IS 13509
FAM-A99597699E5D,IS 1597
FAM-B6290DF46E62,IS 1654
FAM-BC7522580C0D,IS 2994
FAM-1C0AD66570B1,IS 3645
FAM-F45CB65DCF1F,IS 3885
FAM-9A0CFE8591AB,IS 4839
FAM-1D34F47737D4,IS 5043
FAM-5E3F0EDA8B5F,IS 5256
FAM-11B5207D0991,IS 5487
FAM-1569C5C910DC,IS 6939
FAM-0B2D462FBEE7,IS 7561
FAM-4B92E367CBB8,IS 7964
FAM-838A9842CC69,IS 8096
FAM-7D8649F90910,IS 876
FAM-0F26CB79E7E9,IS 9031
FAM-E8AB5916C7D6,IS 909
FAM-566911AD79E2,IS/QC 400200
FAM-9B48A22EDB24,IS/QC 410100
FAM-C500011162F9,IS 3099
FAM-5B4A418D4ED2,IS 13299
FAM-EE171BF410C4,IS 13301
FAM-2FC0C7B3672A,IS 13376
FAM-326054510EB6,IS 13387
FAM-A4BD9767113E,IS 13401
FAM-097A9D2F849B,IS 13430
FAM-74CE95751159,IS 13441
FAM-003601FE2697,IS 13442
FAM-E3FD275D2691,IS 13472
FAM-ABBBCAA44716,IS 13479
FAM-A3FBFD5567EE,IS 13492
FAM-EA5C4DDB511C,IS 1542
FAM-96FCCD3F57AB,IS 1635
FAM-6CFFFB8F797C,IS 1746
FAM-06A9887CEE72,IS 3764
FAM-51C9DAD0F2BD,IS 6871
FAM-A51D134F8302,IS 714
FAM-8D3C37750606,IS 7982
FAM-5D43062EB63B,IS 1005
FAM-6E03B6B2FF05,IS 13318
FAM-A734C72CC7AC,IS 13389
FAM-2FF5518DF449,IS 13390
FAM-EA549582365B,IS 13398
FAM-B7C9BFABDDBE,IS 13400
FAM-B0AA8DBEBAD5,IS 13439
FAM-6C6CBABA6053,IS 13440
FAM-2A1FE1C7BD02,IS 13443
FAM-CA93379AAEA2,IS 13447
FAM-708F656B925C,IS 13457
FAM-15F387C903B2,IS 13458
FAM-983197610372,IS 3195
FAM-B53DAA583C5C,IS 3445
FAM-B96345E8F5E0,IS 5031
FAM-76E8DFE26297,IS 612
FAM-4C1E32FD0A6C,IS 653
FAM-17698D4F160F,IS 9125
FAM-C868330CAC61,IS 10738
FAM-ACA980EEC1E9,IS 13308
FAM-0426F442B762,IS 13336
FAM-F01486B33635,IS 13344
FAM-E3980EEA32CB,IS 13409
FAM-C83AFCF07779,IS 13415
FAM-1F2A27EC9F49,IS 13423
FAM-331E6F6165BB,IS 13438
FAM-A0AF96F77444,IS 2121
FAM-67894FF95D12,IS 3818
FAM-972791473F46,IS 6212
FAM-60DA5452CCA0,IS 7207
FAM-D4DD62E4C773,IS 7916
FAM-6A79C2FE5D65,IS 9009
FAM-E73D7EE2FE32,IS 13246
FAM-8ED4B4B92977,IS 13253
FAM-4559A495F183,IS 13305
FAM-3D3A7CB612FE,IS 13311
FAM-A95898E47B46,IS 13315
FAM-85ED5D5625C4,IS 13324
FAM-5DC73FC16684,IS 13349
FAM-D189981C1951,IS 13352
FAM-BC4593998E54,IS 13357
FAM-EB7108C3A222,IS 13359
FAM-D99E5BE663AF,IS 13364
FAM-029F441FFF82,IS 13366
FAM-90DB195CA552,IS 13372
FAM-C6F3CE027F4E,IS 13421
FAM-B98C9729AB4B,IS 4017
FAM-5FF4F77A509D,IS 5481
FAM-6604AF59135B,IS 6907
FAM-9D35AEA4A8D0,IS 7208
FAM-35FE85FDC4CD,IS 7475
FAM-E22C12486C59,IS 7735
FAM-E3401189704A,IS 874
FAM-A4DA32A77D41,IS 9646
FAM-D54104972632,IS 10130
FAM-7FE8EBDD72E5,IS 10131
FAM-C4A2C5CB5D49,IS 10987
FAM-DD823B97B294,IS 11164
FAM-70C073E7D102,IS 1222
FAM-F016F782BE7E,IS 13139
FAM-9CCF33A89372,IS 13248
FAM-C50D69511BF8,IS 13259
FAM-6E81E6BAB705,IS 13270
FAM-DD2200FEE51C,IS 13285
FAM-B1ECDDD22F06,IS 13293
FAM-F5F424025B38,IS 13295
FAM-A582E01586DA,IS 13300
FAM-5C1E7C821F25,IS 13303
FAM-CD011BFAF281,IS 13304
FAM-C18A1CC69D06,IS 13307
FAM-5624CBE2F2BE,IS 13335
FAM-263A89BDBF32,IS 13337
FAM-98A01F499572,IS 13338
FAM-2AF2B26DD686,IS 13348
FAM-2DB723378F37,IS 13353
FAM-E1356725A6BD,IS 13356
FAM-F13621EF37C4,IS 13370
FAM-1DF711AD3376,IS 2047
FAM-A51CAD2A3250,IS 2893
FAM-0F18EF86EAEB,IS 3347
FAM-7E114812AB0C,IS 459
FAM-AE55B0802E4B,IS 4896
FAM-97184F00EC70,IS 5969
FAM-AD5D9353236D,IS 6068
FAM-910298D759C0,IS 6173
FAM-DE4EB99141AE,IS 6175
FAM-375D8B25AB92,IS 6390
FAM-03403D8F8D42,IS 6654
FAM-34F173C0B368,IS 7548
FAM-81C3AAC90DFA,IS 8505
FAM-6D8A20400DEE,IS 10033
FAM-DEAF97E76658,IS 11246
FAM-01011E7EA15E,IS 13257
FAM-AE235D7895DE,IS 13284
FAM-7AB6A3F14699,IS 13294
FAM-8E405807F808,IS 13296
FAM-1B5431676C50,IS 13309
FAM-CF62715F4D81,IS 13319
FAM-05446F122858,IS 13320
FAM-F695D6EDE2BA,IS 13322
FAM-2191A4B4E2F2,IS 13325
FAM-69A29228C44E,IS 13350
FAM-3710EED2292C,IS 13354
FAM-D77707CDF467,IS 204
FAM-51C832D0E19A,IS 205
FAM-8315FFC8AF3D,IS 2949
FAM-FEEADBC6EC51,IS 5050
FAM-1DE2FBD81A68,IS 5391
FAM-BEA528A214B7,IS 7559
FAM-9057E89BC7CC,IS 9605
FAM-C09777D02D62,IS 10106
FAM-4D02F952050F,IS 13161
FAM-1C235BFB90B5,IS 13219
FAM-389163636A34,IS 13232
FAM-A423F1C2AD6B,IS 13254
FAM-AB44F2ACF922,IS 13255
FAM-061BC51A5C3B,IS 13256
FAM-E00BFDF92D8B,IS 13262
FAM-4545EB8140E2,IS 13272
FAM-D562E319335A,IS 13306
FAM-9427877D99EA,IS 13312
FAM-77AAA3EA248C,IS 13314
FAM-EDEC3D2D6C41,IS 13327
FAM-9CA692251F16,IS 1576
FAM-C35ACCCB4A83,IS 2806
FAM-82AE390AB75B,IS 4000
FAM-AA06BCD89DB9,IS 6165
FAM-DA7E65208AD1,IS 6198
FAM-11BDE1E75345,IS 7283
FAM-5D622B319495,IS 7433
FAM-1096BCD226F6,IS 7887
FAM-7366EC00DC60,IS 8292
FAM-C867FD201054,IS 9780
FAM-D4A3DF253DE0,IS 13166
FAM-10C77204EFC9,IS 1001
FAM-25A45D7FF31D,IS 12917
FAM-5BB87A24D83B,IS 13082
FAM-54AF267650F7,IS 13189
FAM-D70B674F957B,IS 13190
FAM-94504845DE69,IS 13194
FAM-38D1160DC7C2,IS 13195
FAM-9051798C2837,IS 13197
FAM-0D5D5918A2F9,IS 13198
FAM-89B5F3F7C279,IS 13199
FAM-CAD34369895B,IS 13217
FAM-76EAA4972085,IS 13231
FAM-19901B02BD21,IS 13237
FAM-B15D581CBBDF,IS 13244
FAM-AD21A9DB8C85,IS 13261
FAM-0E3871BEC83D,IS 13264
FAM-950ED80A2375,IS 13265
FAM-2D43CCEA2A7E,IS 13266
FAM-134F7210F6B7,IS 13267
FAM-85ABC31FB1AB,IS 13313
FAM-CA55764BF7F2,IS 2004
FAM-AB22609683F1,IS 2122
FAM-262CAD8D41B4,IS 2222
FAM-490109E2F680,IS 2541
FAM-77249CC4F541,IS 2687
FAM-B3063653E11F,IS 3146
FAM-C85F733FD425,IS 327
FAM-A1BDA00A36D9,IS 366
FAM-FD46A9CB213D,IS 3694
FAM-93F293ABCBDB,IS 4634
FAM-41284B365C97,IS 5795
FAM-005BFD5EA503,IS 6962
FAM-C43028DEB9B7,IS 7418
FAM-AFD9D225310C,IS 7620
FAM-4875EDDDFB94,IS 7720
FAM-968D809E7D6B,IS 7790
FAM-E2638FC7CD45,IS 7984
FAM-DB2B3C5BED9E,IS 80
FAM-FDA54D184F6B,IS 8365
FAM-666D2617C6BA,IS 8809
FAM-212A2D880C94,IS 9992
FAM-7FC762CD17EA,IS 13032
FAM-BB005D451082,IS 13136
FAM-7E57AF330FA9,IS 13173
FAM-EBA3939E67BC,IS 13181
FAM-61B5FDCDBBC6,IS 13184
FAM-D00FFDE50DF7,IS 13187
FAM-823C68BB09B4,IS 13224
FAM-37FB231AD86C,IS 13226
FAM-CE4E06D42B50,IS 13227
FAM-8AE0E1EE1A3A,IS 13269
FAM-2A87CF895209,IS 1726
FAM-42A9D4B74433,IS 190
FAM-C2A695184A2F,IS 2855
FAM-24924CC7C6D3,IS 3148
FAM-0251AC877F7E,IS 4095
FAM-6BBF8F663765,IS 6682
FAM-E268495BD9DA,IS 6829
FAM-A9B937FB82E4,IS 7333
FAM-0AC3F27989A4,IS 8070
FAM-27863D133F1A,IS 10646
FAM-B4C148A6ADF8,IS 13156
FAM-FA8DCE72E9FC,IS 13164
FAM-7292DF3BA1DC,IS 13168
FAM-8F7285995A9E,IS 13177
FAM-EFC08AFF4B3B,IS 13178
FAM-810D8614267F,IS 13183
FAM-4715B4CE2F49,IS 13211
FAM-E2B5E4256EDD,IS 13215
FAM-A764DC39D3CE,IS 13216
FAM-9D944F2479AE,IS 1865
FAM-CC2EFEB1D7CC,IS 2050
FAM-53C3CF9337C0,IS 2212
FAM-8A045BA0F15C,IS 2478
FAM-5F3D23D872B1,IS 2670
FAM-D181BF41CF97,IS 3954
FAM-EB7BA0199D7F,IS 4316
FAM-76FAE23D62ED,IS 4603
FAM-C2EEBE2DDBE3,IS 5365
FAM-061711852B08,IS 6571
FAM-4652A94D78F6,IS 6702
FAM-61BD33CF03CC,IS 7233
FAM-EFC12F3211C1,IS 7338
FAM-05A704E43BC0,IS 7858
FAM-8DA13E0E1290,IS 8023
FAM-12F0E36C84C3,IS 810
FAM-CF95E33A4029,IS 8445
FAM-65B8FDC38701,IS 8973
FAM-0BC84E0AD048,IS 9323
FAM-DBB51F965811,IS 11215
FAM-FAD2BFEB6368,IS 12535
FAM-248DAC4921E8,IS 12646
FAM-162D624E7FB9,IS 1292
FAM-8E709E2954BE,IS 13078
FAM-875A25CC1388,IS 13130
FAM-DD8648061C59,IS 13132
FAM-6659F0A91268,IS 13146
FAM-BDADCE2FF870,IS 13155
FAM-CAA4ED62E301,IS 13157
FAM-EE3CEA30F26A,IS 13158
FAM-86C5650FA91E,IS 13212
FAM-824A14CDE177,IS 1849
FAM-3365896DBF1A,IS 2084
FAM-C18438014C57,IS 2886
FAM-CC79D0C35B61,IS 3790
FAM-053B8E3B3C60,IS 4744
FAM-EF696FED6D58,IS 5511
FAM-C3E69DD776A9,IS 5554
FAM-BFBD5F154723,IS 5682
FAM-D3C06E4ABAF7,IS 5743
FAM-BC0852CC3149,IS 7151
FAM-7B7A6D65C1E9,IS 8970
FAM-40A5673C04B0,IS 1609
FAM-58990CAF2735,IS 13022
FAM-EE53C590CB0D,IS 13102
FAM-DF988BB03B30,IS 13126
FAM-177CC2862B37,IS 13128
FAM-993920936C10,IS 13142
FAM-29FBC52D8690,IS 13143
FAM-86C1B8FAB3BC,IS 13144
FAM-83F0EC7B1DB6,IS 13147
FAM-B80AEAF36A3F,IS 13150
FAM-AD0D8367D266,IS 13151
FAM-AA90ED98A13F,IS 13165
FAM-8141EFA8BB3C,IS 3214
FAM-D1C3D544D024,IS 3375
FAM-12865E6C6139,IS 3696
FAM-988616FF16A7,IS 4999
FAM-BEEAE3E0B06D,IS 9293
FAM-1497BFC11667,IS 9324
FAM-71FD286DA1C5,IS 11650
FAM-723FC916DC53,IS 12930
FAM-D0A71278C6D3,IS 13043
FAM-862F187DABA2,IS 13077
FAM-C80A620B036A,IS 13084
FAM-7205D40AC5F8,IS 13101
FAM-236A28F17711,IS 13104
FAM-E46629055C33,IS 13120
FAM-3872D691B406,IS 13127
FAM-9BB4B39791DA,IS 13133
FAM-8F01FB91F684,IS 3169
FAM-344CE3462532,IS 3212
FAM-436672E57C76,IS 3217
FAM-71123B29645A,IS 3460
FAM-261C135F6B13,IS 362
FAM-03FEFDC76449,IS 5101
FAM-BE4E18F7696C,IS 1580
FAM-A34071C7F8ED,IS 12937
FAM-54FDCEB333FD,IS 13023
FAM-F8FB6F3E9951,IS 13052
FAM-D3C07508319D,IS 13057
FAM-AFE4BE3E8EA7,IS 13064
FAM-0901C7256E7C,IS 13067
FAM-0741895AC76A,IS 13114
FAM-DA42796FDD1C,IS 2039
FAM-3AFFFD5003A5,IS 3013
FAM-357CF481A5DB,IS 3211
FAM-FD55EE7513D0,IS 3215
FAM-316FCE17C5AE,IS 3468
FAM-DE7DD147E6B2,IS 3506
FAM-337FD70A770C,IS 4367
FAM-81E1564E7A97,IS 4886
FAM-CF3F92A12357,IS 8446
FAM-252C1C2BA926,IS 9843
FAM-74819FE3832D,IS 10358
FAM-8C4A1DC4EFB1,IS 10540
FAM-E37D530A3337,IS 12731
FAM-E812DC6D7B63,IS 12841
FAM-363B576B7FF8,IS 13029
FAM-2AD04488F5DE,IS 13044
FAM-840D928474DC,IS 13046
FAM-84FD0C66735D,IS 13053
FAM-9C4582E2851F,IS 13054
FAM-E80B01287EA5,IS 13065
FAM-D21BA12CCA0C,IS 13066
FAM-E1124509ACCF,IS 13074
FAM-F745A5685763,IS 13076
FAM-4EF7C4D7B7E4,IS 13081
FAM-BD110F3FEC5E,IS 13085
FAM-6DA4F39D91A3,IS 13110
FAM-DA7B83A7AC83,IS 13111
FAM-CDC17362CD92,IS 13112
FAM-C39D22E26469,IS 2117
FAM-892A5DCE0413,IS 3213
FAM-A56BFA683062,IS 3642
FAM-EF87B9E75C82,IS 3691
FAM-2F5C85B7F1AE,IS 650
FAM-8DB8A7DC22D9,IS 6507
FAM-CE1FE2A1E0EA,IS 7531
FAM-DD3443ED6A7F,IS 1346
FAM-D2496F387A81,IS 12845
FAM-CEA1D5AB20F8,IS 12959
FAM-DFC16C116B2C,IS 13000
FAM-B70232DAEAA3,IS 13014
FAM-0209FA8D5B16,IS 13026
FAM-204CD19FD406,IS 13050
FAM-49C1A2F2E8A8,IS 13051
FAM-340374C24CD2,IS 13058
FAM-6FA55DAD9715,IS 13100
FAM-68C3FD8D4C05,IS 356
FAM-4BF771D799F2,IS 5556
FAM-6EA309739F6A,IS 6908
FAM-23EF5E69DBFF,IS 8102
FAM-96CDD60ECE11,IS 8583
FAM-E14A128094B3,IS 10541
FAM-DBF20BD6B4F8,IS 12904
FAM-0B374BCDF9A2,IS 1295
FAM-F0EC988E50EC,IS 12987
FAM-8D3E74D42C41,IS 12994
FAM-5B71A3E1684A,IS 13001
FAM-0BCC11FF4028,IS 13013
FAM-C4F97D9EB02E,IS 13016
FAM-D3BEABA746F7,IS 13017
FAM-C5B7F7E750BC,IS 13018
FAM-5B88BF13A8F8,IS 13019
FAM-A381B9B14CBC,IS 13021
FAM-907BFF9FAD65,IS 13031
FAM-3F48805D34EB,IS 13037
FAM-0318C0E4CD51,IS 13040
FAM-8B639D032F45,IS 13045
FAM-5867EB628C98,IS 13047
FAM-FAB03428C000,IS 13048
FAM-1A27C33D47D0,IS 13049
FAM-986F4CD1A4B1,IS 13075
FAM-EB87172AFD1D,IS 3568
FAM-F1E26224D2C7,IS 4837
FAM-29C7F53D3B5F,IS 6099
FAM-A219B344DCF1,IS 6375
FAM-C98EAFDD41D7,IS 6533
FAM-92201E11D896,IS 7217
FAM-33D947260486,IS 962
FAM-93614DC294BF,IS 12968
FAM-1446DC049A74,IS 12977
FAM-08A0FAC8BCD7,IS 12981
FAM-F665D6553753,IS 12983
FAM-DFD45F4040C2,IS 12984
FAM-333EF4829BCB,IS 12985
FAM-797FAAB23C2C,IS 12999
FAM-615F2EBAE277,IS 13004
FAM-8A4F8EBAF374,IS 13008
FAM-37B432E60FF5,IS 13033
FAM-FF30BAF54E14,IS 2291
FAM-8AC29C327477,IS 5658
FAM-C0F5CA22284D,IS 5949
FAM-9DA50A73F65D,IS 7452
FAM-E260CC23AD62,IS 8271
FAM-B92F022F1A37,IS 8373
FAM-EA01D476FA98,IS 9222
FAM-A583809A9D91,IS 12941
FAM-231F7BAC5CB3,IS 12943
FAM-BAEA582DA876,IS 12957
FAM-0DA17BE1A27F,IS 12963
FAM-8DB51293D9F9,IS 12967
FAM-7BC62D0A108A,IS 12973
FAM-3C3804275EC9,IS 12982
FAM-3358EF48B7A8,IS 12988
FAM-A99DF9BB4434,IS 13002
FAM-39EDD416C23F,IS 13005
FAM-F7448F919224,IS 13006
FAM-156CB7F8EFB2,IS 2455
FAM-DDF24158DAE3,IS 3741
FAM-83D68B2D3EDF,IS 7396
FAM-EF1129668D58,IS 8890
FAM-6666857BF907,IS 9389
FAM-9CEFC479BC6D,IS 9886
FAM-13BF99FC01D9,IS 10216
FAM-29B8BB99F7B8,IS 12826
FAM-14B210738CC5,IS 12944
FAM-57C2A0FD322C,IS 12945
FAM-70249E72DA0A,IS 12961
