standard_id,standard_number,title,title_normalized,v03_duplicate_status
MSV1-FCFA66DD4A22EC9F,IS/ISO 5364:2008,Anaesthetic and respiratory equipment - Oropharyngeal airways,anaesthetic and respiratory equipment oropharyngeal airways,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-2A0B5E10C3C9F83B,IS/ISO 14051:2011,Environmental management - Life cycle assessment - Requirements and guidelines,environmental management life cycle assessment requirements and guidelines,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-F0A643BA05C9F745,IS 16130:2014,"Thermoplastics Materials for Pipes and Fittings for Pressure Applications - Classification, Designation and Design Coefficient",thermoplastics materials for pipes and fittings for pressure applications classification designation and design coefficient,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-CAA06581E08C5289,IS 16140:2014,"Thermoplastics materials for pipes and fittings for pressure applications - Classification, designation and design coefficient",thermoplastics materials for pipes and fittings for pressure applications classification designation and design coefficient,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-9E447F0725EA82B7,IS 949:2012,Specification for snatch block for use with fibre rope for fire brigade use (First Revision),specification for snatch block for use with fibre rope for fire brigade use first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-990DA2827C9C9F38,IS/ISO 14044:2006,Environmental management — Life cycle assessment — Requirements and guidelines,environmental management life cycle assessment requirements and guidelines,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-A8CACCD5EB7D5845,IS 15641 (Part 3):2007,Natural gas - Determination of water by karl fischer method: Part 3 coulometric procedure,natural gas determination of water by karl fischer method part 3 coulometric procedure,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-0109C0FE3D20FC28,IS 15665:2006,Gas turbines - Vocabulary,gas turbines vocabulary,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-9879724F4B7D2FC9,IS 15429:2004,"Storage, installation and maintenance of DC motors - Code of practice",storage installation and maintenance of dc motors code of practice,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-16BFB9D98EE3CEBB,IS 14751:1999,Gas turbines - Vocabulary,gas turbines vocabulary,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-CA23E5EB1BE6CA22,IS 10716 (Part 2):1999,Technical product documentation -- Springs: Part 2 Presentation of data for cylindrical helical compression springs,technical product documentation springs part 2 presentation of data for cylindrical helical compression springs,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-CC3B8CB7480BE74A,IS 14621:1998,Determination of dielectric constant of wood under microwave frequencies - Method of test,determination of dielectric constant of wood under microwave frequencies method of test,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-91F6FE0A5E6FE198,IS 14478:1997,"Plain bearings - Thick - Walled bushes, plain and flange type, full - Round (without any joint or slit) - Specification",plain bearings thick walled bushes plain and flange type full round without any joint or slit specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-69377FFAE68877A6,IS 13980:1995,ACCEPTANCE TESTS ON INDUSTRIAL BOILERS CODE OF PRACTICE,acceptance tests on industrial boilers code of practice,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-3D20EA494018C113,IS 14127:1995,Insoluble(Amorphous) sulphur for rubber industry - Specification,insoluble amorphous sulphur for rubber industry specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-5B0F0D8735BCF9FB,IS 7130:1994,"Chlorosulphonic acid,technical - Specification",chlorosulphonic acid technical specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-067941BFCFD866E2,IS 852:1994,Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),specification for synthetic resin adhesives for construction work non structural in wood first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-41C1ED7AF7E96D41,IS 13674 (Part 2):1993,Dimensions of ferrite components for CTV: Part 2 cores for line output transformers,dimensions of ferrite components for ctv part 2 cores for line output transformers,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-BCEF7339F2C33B6A,IS 13901 (Part 2):1993,Dimensions of Ferrite Components for Ctv: Part 2 Cores for Line Output Transformers,dimensions of ferrite components for ctv part 2 cores for line output transformers,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-714ACBF07F193293,IS 13621:1993,Determination of Dielectric Constant of Wood Under Microwave Frequencies- Method of Test,determination of dielectric constant of wood under microwave frequencies method of test,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-8FAF16566F7DBD51,IS 9688:1992,"Eye surgery instruments - Hooks, strabismus - Specification ( first revision)",eye surgery instruments hooks strabismus specification first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-3430231B64F51E9B,IS 12689:1989,Small tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,small tools subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-43DA30AD6400470F,IS 12690:1989,Small Tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,small tools subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-77DE49F8C7DA91A2,IS 12538:1989,Small tools -- Shank type gear shaper cutter -- Specification,small tools shank type gear shaper cutter specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-764A70A77ABFAC41,IS 12537:1989,Small tools -- Shank type gear shaper cutter -- Specification,small tools shank type gear shaper cutter specification,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-4188478C5D6178BD,IS 12412:1988,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,specification for screw driver bits for the use with ratchet screw drivers part 2 for cross recessed head screws,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-50A3A11A04ED7169,IS 9401 (Part 9):1987,Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 9 lining,method of measurement of works in river valley projects dams and appurtenant structures part 9 lining,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-A81DA224AD42BCD1,IS 11872 (Part 1 and 2):1987,Specification for rollers for drawing and spinning frames in jute mill,specification for rollers for drawing and spinning frames in jute mill,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-4449FB7FA19172E0,IS 12168 (Part 2):1987,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,specification for screw driver bits for the use with ratchet screw drivers part 2 for cross recessed head screws,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-18DE46A7C8990A8C,IS 9329:1987,"Specification For Speculum, Eye, Clark's Pattern (Modified) (First Revision)",specification for speculum eye clark s pattern modified first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-829FF0B0ABD2A61C,IS 4569 (Part 6):1985,"Specification For Scissors, Eye Part 6 Scissors, Iris (Second Revision)",specification for scissors eye part 6 scissors iris second revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-B2D8EAE600CDD162,IS 4569 (Part 3):1985,"Specification for scissors, eye: part 3 scissors, tenotomy (Second Revision)",specification for scissors eye part 3 scissors tenotomy second revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-31C402909E202D95,IS 4569 (Part 4):1985,"Specification For Scissors, Eye Part 4 Scissors,Enucleation (Second Revision)",specification for scissors eye part 4 scissors enucleation second revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-BEEF8AEA05F532A1,IS 4569 (Part 1):1985,"Specification for scissors, eye: Part 1 corneal (Second Revision)",specification for scissors eye part 1 corneal second revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-E0D53DDC52FD9C7B,IS 11244:1985,"Specification for trephine, bone lacrimal with handle",specification for trephine bone lacrimal with handle,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-8940AE04CC338A2E,SP 1650 Supplement:1973,Standard colours for building and decorative finishes,standard colours for building and decorative finishes,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-CA084FB49FF50331,IS 10847:1984,"Specification for Speculum with Screw Adjustment, Eye, Right and Left, Arruga's Pattern",specification for speculum with screw adjustment eye right and left arruga s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-EFC5A024A3A826DD,IS 8325:1983,Specification for nickel formate for nickel catalyst (First Revision),specification for nickel formate for nickel catalyst first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-A4256A940002A0D6,IS 10390:1983,Specification for muscle hook,specification for muscle hook,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-ADE4CFA943F1543C,IS 10408:1983,"Specification For Spatula, Eye, Green's Pattern",specification for spatula eye green s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-85960E7237256DCC,IS 10045:1981,"Specification For Punch, Lacrymal Bone, Beyer's Pattern",specification for punch lacrymal bone beyer s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-BCAFD97EC1CA29F1,IS 5157:1981,"Specification for forceps, eye, Iris (First Revision)",specification for forceps eye iris first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-7A557937D19135D6,IS 9983:1981,"Specification for wire vectis and lens expressor, eye",specification for wire vectis and lens expressor eye,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-4E7E5641154B372A,IS 851:1978,Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),specification for synthetic resin adhesives for construction work non structural in wood first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-F33AB6397E6F3D9C,IS 939:1977,Specification for Snatch Block for Use with Fibre Rope for Fire Brigade Use (First Revision),specification for snatch block for use with fibre rope for fire brigade use first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-848BCA5EBCF3C740,IS 8181:1976,"Specification for repositor, Iris",specification for repositor iris,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-086BB6BAF89C2164,IS 8106:1976,"Specification For Needle Holder, Eye, Kalt's Pattern",specification for needle holder eye kalt s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-A6C5A3D8A7CE75FD,IS 8109:1976,"Specification For Needle Holder, Eye, Castroviejo's Pattern",specification for needle holder eye castroviejo s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-8F79497D0E9B5928,IS 7786:1975,"Specification For Retractor, Eyelid, Desmarre's Pattern",specification for retractor eyelid desmarre s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-44EAFD2FACCE4715,IS 7758:1975,"Specification For Curette, Eye, Evacuation, Moorfield's Pattern",specification for curette eye evacuation moorfield s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-E17AC73B653F53A2,IS 7767:1975,"Specification For Spatula, Eye, Cyclodialysis, Sinclair's Pattern",specification for spatula eye cyclodialysis sinclair s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-C6CDD491F1C873FF,IS 1528 (Part 14):1974,Methods of sampling and physical tests for refractory materials: Part 14 determination of sieve analysis (First Revision),methods of sampling and physical tests for refractory materials part 14 determination of sieve analysis first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-EA937B05AD00F626,IS 7136:1973,Specification for Megaphones,specification for megaphones,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-72FD03B85AD17AE4,SP 1650:1973,Standard colours for building and decorative finishes,standard colours for building and decorative finishes,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-2FAE3EC6106DF8A3,IS 5722:1970,"Specification For Hook, Eye, Iris (Tyrrell's Pattern)",specification for hook eye iris tyrrell s pattern,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-A9E58D8E28548965,IS 5367:1969,"Specification For Forceps, Eye, Strabismus, For Advancement (Prince's And Worth's Patterns)",specification for forceps eye strabismus for advancement prince s and worth s patterns,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-BB79F9FFC3985E11,IS 4090:1967,Criteria for the design of reinforced concrete arches,criteria for the design of reinforced concrete arches,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-5ADDC1E1572A9C78,IS 2265:2009,Specification for galvanized steel wire strand for signaling purposes (First Revision),specification for galvanized steel wire strand for signaling purposes first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-5780B23400E0FB50,IS 7762:1975,"Specification for hook, eyelid",specification for hook eyelid,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-AEE12AF451403D63,IS 11872 (Part 2):1987,Specification for rollers for drawing and spinning frames in jute mill,specification for rollers for drawing and spinning frames in jute mill,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-7B412A3FE5333A1B,IS 3961:2016,Recommended Current Ratings for Cables Part 6 Crosslinked Polyethylene Insulated PVC Sheathed Cables,recommended current ratings for cables part 6 crosslinked polyethylene insulated pvc sheathed cables,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-3725B5948BBFFE51,IS 1488 (Part 157):2018,Methods of test for petroleum and its products [ p : 157 ] rust protections by metal preservatives in the humidity cabinet,methods of test for petroleum and its products p 157 rust protections by metal preservatives in the humidity cabinet,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-C9669903A12414DC,IS/IEC/TS 62566:2014,Ultrasonics — Field Characterization — Specification and Measurement of Field Parameters for High Intensity Therapeutic Ultrasound ( HITU ) Transducers and Systems,ultrasonics field characterization specification and measurement of field parameters for high intensity therapeutic ultrasound hitu transducers and systems,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-C0DD9B6AB9480525,IS 6882 (Part 2):2018,Dentistry - Base Polymers Part 2 Orthodontic Base Polymers ( First Revision ),dentistry base polymers part 2 orthodontic base polymers first revision,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-D156C867ACCB1AFC,IS/IEC 61196 (Part 0/Sec 1):2017,Radio Frequency Cables Part 0 Guidelines to the Design of Detail Specifications Section 1 Coaxial cables,radio frequency cables part 0 guidelines to the design of detail specifications section 1 coaxial cables,DUPLICATE_NORMALIZED_TITLE_RETAINED
MSV1-C652D5EC77992C46,IS 18735 (Part 1):2023,Medical Suction Equipment Part 1 Electrically Powered Suction Equipment,medical suction equipment part 1 electrically powered suction equipment,DUPLICATE_NORMALIZED_TITLE_RETAINED
