standard_id,source_record_id,standard_number,standard_number_raw,publication_prefix,base_standard_number,part,section,publication_year,suffix,standard_family_key,identifier_parse_status,title,title_raw,title_normalized,publication_date,date_of_publish_raw,type_of_standard,degree_of_equivalence,inventory_status,current_status,scope,department,committee,sector,product_category,validation_status,source,source_type,source_file,source_sheet,source_row_number,source_url,source_date,retrieval_date,last_verified,record_type,synthetic_flag,issue_type
MSV1-238B9DBBEBC29A75,XLSX-PUBLISHED-09624,IS/ISO 12619 (Part 1):2014,IS/ISO 12619 (Part 1):2014,IS/ISO,12619,1,,2014,,IS/ISO 12619,PARSED_CONSERVATIVELY,Road Vehicles Compressed Gaseous Hydrogen CGH2 And Hydrogen Natural Gas Blend Fuel System Components Part 1: General Requirements And Definitions,Road Vehicles Compressed Gaseous Hydrogen CGH2 And Hydrogen Natural Gas Blend Fuel System Components Part 1: General Requirements And Definitions,road vehicles compressed gaseous hydrogen cgh2 and hydrogen natural gas blend fuel system components part 1 general requirements and definitions,2021-03-31,31 Mar 2021,Terminology,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,9624,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8F9717D205BE4E52,XLSX-PUBLISHED-09754,IS/ISO 12619 (Part 16):2017,IS/ISO 12619 (Part 16):2017,IS/ISO,12619,16,,2017,,IS/ISO 12619,PARSED_CONSERVATIVELY,Road Vehicles Compressed Gaseous Hydrogen CGH2 And Hydrogen Natural Gas Blend Fuel System Components Part 1: General Requirements And Definitions,Road Vehicles Compressed Gaseous Hydrogen CGH2 And Hydrogen Natural Gas Blend Fuel System Components Part 1: General Requirements And Definitions,road vehicles compressed gaseous hydrogen cgh2 and hydrogen natural gas blend fuel system components part 1 general requirements and definitions,2021-03-31,31 Mar 2021,Terminology,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,9754,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-5B1EA1C402E46A29,XLSX-PUBLISHED-09803,IS/ISO 11040 (Part 4):2015,IS/ISO 11040 (Part 4):2015,IS/ISO,11040,4,,2015,,IS/ISO 11040,PARSED_CONSERVATIVELY,Prefilled syringes Part 4 Glass barrels for injectables and sterilized subassembled syringes ready for filling,Prefilled syringes Part 4 Glass barrels for injectables and sterilized subassembled syringes ready for filling,prefilled syringes part 4 glass barrels for injectables and sterilized subassembled syringes ready for filling,2021-02-28,28 Feb 2021,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,9803,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-4C932F71F56EA4BD,XLSX-PUBLISHED-10006,IS 17467 (Part 3):2020,IS 17467 (Part 3):2020,IS,17467,3,,2020,,IS 17467,PARSED_CONSERVATIVELY,Protective Clothing - Test Methods for Clothing Providing Protection against Chemicals Part 4 Determination of Resistance to Penetration by a Spray of Liquid ( Spray Test ),Protective Clothing - Test Methods for Clothing Providing Protection against Chemicals Part 4 Determination of Resistance to Penetration by a Spray of Liquid ( Spray Test ),protective clothing test methods for clothing providing protection against chemicals part 4 determination of resistance to penetration by a spray of liquid spray test,2020-12-31,31 Dec 2020,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10006,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-BCDD66FD199682C1,XLSX-PUBLISHED-10007,IS 17467 (Part 4):2020,IS 17467 (Part 4):2020,IS,17467,4,,2020,,IS 17467,PARSED_CONSERVATIVELY,Protective Clothing - Test Methods for Clothing Providing Protection against Chemicals Part 4 Determination of Resistance to Penetration by a Spray of Liquid ( Spray Test ),Protective Clothing - Test Methods for Clothing Providing Protection against Chemicals Part 4 Determination of Resistance to Penetration by a Spray of Liquid ( Spray Test ),protective clothing test methods for clothing providing protection against chemicals part 4 determination of resistance to penetration by a spray of liquid spray test,2020-12-31,31 Dec 2020,Methods of Tests,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10007,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-7D7BF9E08C2FC689,XLSX-PUBLISHED-10059,IS/IEC 61196 (Part 6/Sec 4):2020,IS/IEC 61196 (Part 6/Sec 4):2020,IS/IEC,61196,6/Sec 4,4,2020,,IS/IEC 61196,PARSED_CONSERVATIVELY,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,coaxial communication cables part 6 catv drop cables section 4 detail specification for 75 7 type cables,2020-11-30,30 Nov 2020,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10059,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D5E7CAEC37E0BA63,XLSX-PUBLISHED-10092,IS/IEC 611196 (Part 6/Sec 4):2020,IS/IEC 611196 (Part 6/Sec 4):2020,IS/IEC,611196,6/Sec 4,4,2020,,IS/IEC 611196,PARSED_CONSERVATIVELY,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,Coaxial Communication Cables Part 6 CATV Drop Cables Section 4 Detail specification for 75-7 type cables,coaxial communication cables part 6 catv drop cables section 4 detail specification for 75 7 type cables,2020-11-09,09 Nov 2020,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10092,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-D99C2EC5271E9BCE,XLSX-PUBLISHED-10181,IS/IEC 80601 (Part 2/Sec 35):2009,IS/IEC 80601 (Part 2/Sec 35):2009,IS/IEC,80601,2/Sec 35,35,2009,,IS/IEC 80601,PARSED_CONSERVATIVELY,"Medical Electrical Equipment Part 2 Particular Requirements for the Basic Safety and Essential Performance Section 35 Heating devices using blankets, pads or mattresses and intended for heating in medical use","Medical Electrical Equipment Part 2 Particular Requirements for the Basic Safety and Essential Performance Section 35 Heating devices using blankets, pads or mattresses and intended for heating in medical use",medical electrical equipment part 2 particular requirements for the basic safety and essential performance section 35 heating devices using blankets pads or mattresses and intended for heating in medical use,2020-09-30,30 Sep 2020,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10181,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-409B8B539F8BD5DE,XLSX-PUBLISHED-10350,IS/IEC 60096 (Part 0/Sec 1):2017,IS/IEC 60096 (Part 0/Sec 1):2017,IS/IEC,60096,0/Sec 1,1,2017,,IS/IEC 60096,PARSED_CONSERVATIVELY,Radio Frequency Cables Part 0 Guidelines to the Design of Detail Specifications Section 1 Coaxial cables,Radio Frequency Cables Part 0 Guidelines to the Design of Detail Specifications Section 1 Coaxial cables,radio frequency cables part 0 guidelines to the design of detail specifications section 1 coaxial cables,2020-07-31,31 Jul 2020,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10350,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-72F43B9D5615FA89,XLSX-PUBLISHED-10357,IS/ISO 11893:2011,IS/ISO 11893:2011,IS/ISO,11893,,,2011,,IS/ISO 11893,PARSED_CONSERVATIVELY,Space Systems — Programme Management — Project Organization,Space Systems — Programme Management — Project Organization,space systems programme management project organization,2020-07-31,31 Jul 2020,Process Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10357,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-1D4306A00CBC72EE,XLSX-PUBLISHED-10502,IS 16276 (Part 2):2020,IS 16276 (Part 2):2020,IS,16276,2,,2020,,IS 16276,PARSED_CONSERVATIVELY,Document Management — Portable Document Format Part 2 PDF 2.0,Document Management — Portable Document Format Part 2 PDF 2.0,document management portable document format part 2 pdf 2 0,2020-03-31,31 Mar 2020,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10502,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-F32B6DB333A037F5,XLSX-PUBLISHED-10515,IS/ISO 17745:2016,IS/ISO 17745:2016,IS/ISO,17745,,,2016,,IS/ISO 17745,PARSED_CONSERVATIVELY,Steel Wire Ring Net Panels — Definitions and Specifications,Steel Wire Ring Net Panels — Definitions and Specifications,steel wire ring net panels definitions and specifications,2020-03-31,31 Mar 2020,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10515,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-6843FC4FFFB1C04D,XLSX-PUBLISHED-10516,IS/ISO 17746:2016,IS/ISO 17746:2016,IS/ISO,17746,,,2016,,IS/ISO 17746,PARSED_CONSERVATIVELY,Steel Wire Ring Net Panels — Definitions and Specifications,Steel Wire Ring Net Panels — Definitions and Specifications,steel wire ring net panels definitions and specifications,2020-03-31,31 Mar 2020,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10516,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-29AA120B6B4A2944,XLSX-PUBLISHED-10871,IS/ISO 19014 (Part 1):2018,IS/ISO 19014 (Part 1):2018,IS/ISO,19014,1,,2018,,IS/ISO 19014,PARSED_CONSERVATIVELY,Earth-Moving Machinery - Functional Safety Part 1 Methodology to Determine Safety-related Parts of the Control System and Performance Requirements,Earth-Moving Machinery - Functional Safety Part 1 Methodology to Determine Safety-related Parts of the Control System and Performance Requirements,earth moving machinery functional safety part 1 methodology to determine safety related parts of the control system and performance requirements,2019-10-31,31 Oct 2019,Safety Standard,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10871,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-02A01960382F416E,XLSX-PUBLISHED-10872,IS/ISO 19104 (Part 1):2018,IS/ISO 19104 (Part 1):2018,IS/ISO,19104,1,,2018,,IS/ISO 19104,PARSED_CONSERVATIVELY,Earth-Moving Machinery - Functional Safety Part 1 Methodology to Determine Safety-related Parts of the Control System and Performance Requirements,Earth-Moving Machinery - Functional Safety Part 1 Methodology to Determine Safety-related Parts of the Control System and Performance Requirements,earth moving machinery functional safety part 1 methodology to determine safety related parts of the control system and performance requirements,2019-10-31,31 Oct 2019,Methods of Tests,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10872,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A899A2DFA4CF4E13,XLSX-PUBLISHED-10922,IS/ISO 1135 (Part 4):2015,IS/ISO 1135 (Part 4):2015,IS/ISO,1135,4,,2015,,IS/ISO 1135,PARSED_CONSERVATIVELY,"Transfusion Equipment for Medical Use Part 4 Transfusion Sets for Single use, Gravity Feed","Transfusion Equipment for Medical Use Part 4 Transfusion Sets for Single use, Gravity Feed",transfusion equipment for medical use part 4 transfusion sets for single use gravity feed,2019-10-31,31 Oct 2019,Product Specification,Identical under single numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,10922,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-41CB32C05D121792,XLSX-PUBLISHED-11082,IS 17189:2019,IS 17189:2019,IS,17189,,,2019,,IS 17189,PARSED_CONSERVATIVELY,Traceability of Crustacean Products — Specifications on the Information to be Recorded in Captured Crustacean Distribution Chains,Traceability of Crustacean Products — Specifications on the Information to be Recorded in Captured Crustacean Distribution Chains,traceability of crustacean products specifications on the information to be recorded in captured crustacean distribution chains,2019-07-31,31 Jul 2019,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11082,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A3566BCCCE743277,XLSX-PUBLISHED-11083,IS 17187:2019,IS 17187:2019,IS,17187,,,2019,,IS 17187,PARSED_CONSERVATIVELY,Traceability of crustacean products - Specifications on the information to be recorded in captured crustacean distribution chains,Traceability of crustacean products - Specifications on the information to be recorded in captured crustacean distribution chains,traceability of crustacean products specifications on the information to be recorded in captured crustacean distribution chains,2019-07-31,31 Jul 2019,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11083,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-42CEAEEC145111C2,XLSX-PUBLISHED-11123,IS 9873 (Part 1):2019,IS 9873 (Part 1):2019,IS,9873,1,,2019,,IS 9873,PARSED_CONSERVATIVELY,SAFETY OF TOYS PART 1: SAFETY ASPECTS RELATED TO MECHANICAL AND PHYSICAL PROPERTIES (Fifth Revision),SAFETY OF TOYS PART 1: SAFETY ASPECTS RELATED TO MECHANICAL AND PHYSICAL PROPERTIES (Fifth Revision),safety of toys part 1 safety aspects related to mechanical and physical properties fifth revision,2019-06-30,30 Jun 2019,Safety Standard,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11123,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-9471DA8CB4B15DAD,XLSX-PUBLISHED-11633,IS/ISO 15924:2004,IS/ISO 15924:2004,IS/ISO,15924,,,2004,,IS/ISO 15924,PARSED_CONSERVATIVELY,Information and documentation - Codes for the representation of names of scripts,Information and documentation - Codes for the representation of names of scripts,information and documentation codes for the representation of names of scripts,2018-12-31,31 Dec 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11633,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-5F3ED20F4F98A7DF,XLSX-PUBLISHED-11639,IS/ISO 15883 (Part 3):2006,IS/ISO 15883 (Part 3):2006,IS/ISO,15883,3,,2006,,IS/ISO 15883,PARSED_CONSERVATIVELY,Washer - Disinfectors: Part 3 requirements and tests for washer - Disinfectors employing thermal disinfection for human waste containers,Washer - Disinfectors: Part 3 requirements and tests for washer - Disinfectors employing thermal disinfection for human waste containers,washer disinfectors part 3 requirements and tests for washer disinfectors employing thermal disinfection for human waste containers,2018-12-31,31 Dec 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11639,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-37D5A173967B1DBB,XLSX-PUBLISHED-11675,IS 6887 (Part 2):2018,IS 6887 (Part 2):2018,IS,6887,2,,2018,,IS 6887,PARSED_CONSERVATIVELY,Dentistry — Base Polymers Part 2 Orthodontic Base Polymers ( First Revision ),Dentistry — Base Polymers Part 2 Orthodontic Base Polymers ( First Revision ),dentistry base polymers part 2 orthodontic base polymers first revision,2018-12-31,31 Dec 2018,Product Specification,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11675,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-69A536CB307AFAD1,XLSX-PUBLISHED-11725,IS 14836 (Part 2):2018,IS 14836 (Part 2):2018,IS,14836,2,,2018,,IS 14836,PARSED_CONSERVATIVELY,Codes for the representation of names of countries and their subdivisions: Part 2 country subdivision codes,Codes for the representation of names of countries and their subdivisions: Part 2 country subdivision codes,codes for the representation of names of countries and their subdivisions part 2 country subdivision codes,2018-11-30,30 Nov 2018,Others,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11725,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-2BC291300F2EF4BD,XLSX-PUBLISHED-11782,IS 16180 (Part 13):2018,IS 16180 (Part 13):2018,IS,16180,13,,2018,,IS 16180,PARSED_CONSERVATIVELY,Fibre optic connector interfaces Part 13: Type FC-PC connector First Revision,Fibre optic connector interfaces Part 13: Type FC-PC connector First Revision,fibre optic connector interfaces part 13 type fc pc connector first revision,2018-11-30,30 Nov 2018,Code of Practice,Identical under dual numbering,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11782,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8E80D9F5540F8CBE,XLSX-PUBLISHED-11792,IS/IEC/TS 62556:2014,IS/IEC/TS 62556:2014,IS/IEC/TS,62556,,,2014,,IS/IEC/TS 62556,PARSED_CONSERVATIVELY,Ultrasonics - Field characterization - Specification and measurement of field parameters for high intensity therapeutic ultrasound (HITU) transducers and systems,Ultrasonics - Field characterization - Specification and measurement of field parameters for high intensity therapeutic ultrasound (HITU) transducers and systems,ultrasonics field characterization specification and measurement of field parameters for high intensity therapeutic ultrasound hitu transducers and systems,2018-11-30,30 Nov 2018,-,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,11792,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
