standard_id,source_record_id,standard_number,standard_number_raw,publication_prefix,base_standard_number,part,section,publication_year,suffix,standard_family_key,identifier_parse_status,title,title_raw,title_normalized,publication_date,date_of_publish_raw,type_of_standard,degree_of_equivalence,inventory_status,current_status,scope,department,committee,sector,product_category,validation_status,source,source_type,source_file,source_sheet,source_row_number,source_url,source_date,retrieval_date,last_verified,record_type,synthetic_flag,issue_type
MSV1-3D20EA494018C113,XLSX-PUBLISHED-17041,IS 14127:1995,IS 14127:1995,IS,14127,,,1995,,IS 14127,PARSED_CONSERVATIVELY,Insoluble(Amorphous) sulphur for rubber industry - Specification,Insoluble(Amorphous) sulphur for rubber industry - Specification,insoluble amorphous sulphur for rubber industry specification,1995-02-28,28 Feb 1995,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17041,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-5B0F0D8735BCF9FB,XLSX-PUBLISHED-17177,IS 7130:1994,IS 7130:1994,IS,7130,,,1994,,IS 7130,PARSED_CONSERVATIVELY,"Chlorosulphonic acid,technical - Specification","Chlorosulphonic acid,technical - Specification",chlorosulphonic acid technical specification,1994-05-31,31 May 1994,Terminology,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17177,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-067941BFCFD866E2,XLSX-PUBLISHED-17270,IS 852:1994,IS 852:1994,IS,852,,,1994,,IS 852,PARSED_CONSERVATIVELY,Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),Specification for synthetic resin adhesives for construction work (Non - Structural) in wood (First Revision),specification for synthetic resin adhesives for construction work non structural in wood first revision,1994-02-28,28 Feb 1994,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17270,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-41C1ED7AF7E96D41,XLSX-PUBLISHED-17361,IS 13674 (Part 2):1993,IS 13674 (Part 2):1993,IS,13674,2,,1993,,IS 13674,PARSED_CONSERVATIVELY,Dimensions of ferrite components for CTV: Part 2 cores for line output transformers,Dimensions of ferrite components for CTV: Part 2 cores for line output transformers,dimensions of ferrite components for ctv part 2 cores for line output transformers,1993-10-31,31 Oct 1993,Dimensions,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17361,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-BCEF7339F2C33B6A,XLSX-PUBLISHED-17391,IS 13901 (Part 2):1993,IS 13901 (Part 2):1993,IS,13901,2,,1993,,IS 13901,PARSED_CONSERVATIVELY,Dimensions of Ferrite Components for Ctv: Part 2 Cores for Line Output Transformers,Dimensions of Ferrite Components for Ctv: Part 2 Cores for Line Output Transformers,dimensions of ferrite components for ctv part 2 cores for line output transformers,1993-10-31,31 Oct 1993,Dimensions,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17391,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-714ACBF07F193293,XLSX-PUBLISHED-17640,IS 13621:1993,IS 13621:1993,IS,13621,,,1993,,IS 13621,PARSED_CONSERVATIVELY,Determination of Dielectric Constant of Wood Under Microwave Frequencies- Method of Test,Determination of Dielectric Constant of Wood Under Microwave Frequencies- Method of Test,determination of dielectric constant of wood under microwave frequencies method of test,1993-02-28,28 Feb 1993,Methods of Tests,-,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17640,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8FAF16566F7DBD51,XLSX-PUBLISHED-17830,IS 9688:1992,IS 9688:1992,IS,9688,,,1992,,IS 9688,PARSED_CONSERVATIVELY,"Eye surgery instruments - Hooks, strabismus - Specification ( first revision)","Eye surgery instruments - Hooks, strabismus - Specification ( first revision)",eye surgery instruments hooks strabismus specification first revision,1992-08-31,31 Aug 1992,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,17830,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-3430231B64F51E9B,XLSX-PUBLISHED-18560,IS 12689:1989,IS 12689:1989,IS,12689,,,1989,,IS 12689,PARSED_CONSERVATIVELY,Small tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,Small tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,small tools subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws specification,1990-04-30,30 Apr 1990,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,18560,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-43DA30AD6400470F,XLSX-PUBLISHED-18561,IS 12690:1989,IS 12690:1989,IS,12690,,,1989,,IS 12690,PARSED_CONSERVATIVELY,Small Tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,Small Tools -- Subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws -- Specification,small tools subland twist drills with morse taper shank for clearance holes and counterbores for slotted cheese head screws specification,1990-04-30,30 Apr 1990,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,18561,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-77DE49F8C7DA91A2,XLSX-PUBLISHED-18671,IS 12538:1989,IS 12538:1989,IS,12538,,,1989,,IS 12538,PARSED_CONSERVATIVELY,Small tools -- Shank type gear shaper cutter -- Specification,Small tools -- Shank type gear shaper cutter -- Specification,small tools shank type gear shaper cutter specification,1989-12-31,31 Dec 1989,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,18671,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-764A70A77ABFAC41,XLSX-PUBLISHED-18722,IS 12537:1989,IS 12537:1989,IS,12537,,,1989,,IS 12537,PARSED_CONSERVATIVELY,Small tools -- Shank type gear shaper cutter -- Specification,Small tools -- Shank type gear shaper cutter -- Specification,small tools shank type gear shaper cutter specification,1989-10-31,31 Oct 1989,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,18722,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-4188478C5D6178BD,XLSX-PUBLISHED-19052,IS 12412:1988,IS 12412:1988,IS,12412,,,1988,,IS 12412,PARSED_CONSERVATIVELY,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,specification for screw driver bits for the use with ratchet screw drivers part 2 for cross recessed head screws,1988-06-30,30 Jun 1988,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19052,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-50A3A11A04ED7169,XLSX-PUBLISHED-19423,IS 9401 (Part 9):1987,IS 9401 (Part 9):1987,IS,9401,9,,1987,,IS 9401,PARSED_CONSERVATIVELY,Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 9 lining,Method of measurement of works in river valley projects (Dams And Appurtenant Structures): Part 9 lining,method of measurement of works in river valley projects dams and appurtenant structures part 9 lining,1987-08-31,31 Aug 1987,Code of Practice,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19423,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A81DA224AD42BCD1,XLSX-PUBLISHED-19426,IS 11872 (Part 1 and 2):1987,IS 11872 (Part 1 and 2):1987,IS,11872,1 and 2,,1987,,IS 11872,PARSED_CONSERVATIVELY,Specification for rollers for drawing and spinning frames in jute mill,Specification for rollers for drawing and spinning frames in jute mill,specification for rollers for drawing and spinning frames in jute mill,1987-07-31,31 Jul 1987,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19426,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-4449FB7FA19172E0,XLSX-PUBLISHED-19470,IS 12168 (Part 2):1987,IS 12168 (Part 2):1987,IS,12168,2,,1987,,IS 12168,PARSED_CONSERVATIVELY,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,Specification for screw driver bits for the use with ratchet screw drivers: Part 2 for cross recessed head screws,specification for screw driver bits for the use with ratchet screw drivers part 2 for cross recessed head screws,1987-06-30,30 Jun 1987,Product Specification,Not Equivalent,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19470,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-18DE46A7C8990A8C,XLSX-PUBLISHED-19637,IS 9329:1987,IS 9329:1987,IS,9329,,,1987,,IS 9329,PARSED_CONSERVATIVELY,"Specification For Speculum, Eye, Clark's Pattern (Modified) (First Revision)","Specification For Speculum, Eye, Clark's Pattern (Modified) (First Revision)",specification for speculum eye clark s pattern modified first revision,1987-01-31,31 Jan 1987,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19637,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-829FF0B0ABD2A61C,XLSX-PUBLISHED-19825,IS 4569 (Part 6):1985,IS 4569 (Part 6):1985,IS,4569,6,,1985,,IS 4569,PARSED_CONSERVATIVELY,"Specification For Scissors, Eye Part 6 Scissors, Iris (Second Revision)","Specification For Scissors, Eye Part 6 Scissors, Iris (Second Revision)",specification for scissors eye part 6 scissors iris second revision,1986-06-30,30 Jun 1986,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19825,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-B2D8EAE600CDD162,XLSX-PUBLISHED-19871,IS 4569 (Part 3):1985,IS 4569 (Part 3):1985,IS,4569,3,,1985,,IS 4569,PARSED_CONSERVATIVELY,"Specification for scissors, eye: part 3 scissors, tenotomy (Second Revision)","Specification for scissors, eye: part 3 scissors, tenotomy (Second Revision)",specification for scissors eye part 3 scissors tenotomy second revision,1986-04-30,30 Apr 1986,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19871,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-31C402909E202D95,XLSX-PUBLISHED-19872,IS 4569 (Part 4):1985,IS 4569 (Part 4):1985,IS,4569,4,,1985,,IS 4569,PARSED_CONSERVATIVELY,"Specification For Scissors, Eye Part 4 Scissors,Enucleation (Second Revision)","Specification For Scissors, Eye Part 4 Scissors,Enucleation (Second Revision)",specification for scissors eye part 4 scissors enucleation second revision,1986-04-30,30 Apr 1986,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,19872,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-BEEF8AEA05F532A1,XLSX-PUBLISHED-20048,IS 4569 (Part 1):1985,IS 4569 (Part 1):1985,IS,4569,1,,1985,,IS 4569,PARSED_CONSERVATIVELY,"Specification for scissors, eye: Part 1 corneal (Second Revision)","Specification for scissors, eye: Part 1 corneal (Second Revision)",specification for scissors eye part 1 corneal second revision,1985-10-31,31 Oct 1985,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20048,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-E0D53DDC52FD9C7B,XLSX-PUBLISHED-20149,IS 11244:1985,IS 11244:1985,IS,11244,,,1985,,IS 11244,PARSED_CONSERVATIVELY,"Specification for trephine, bone lacrimal with handle","Specification for trephine, bone lacrimal with handle",specification for trephine bone lacrimal with handle,1985-05-31,31 May 1985,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20149,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-8940AE04CC338A2E,XLSX-PUBLISHED-20165,SP 1650 Supplement:1973,SP 1650 Supplement:1973,SP,1650,,,1973,,SP 1650 Supplement,PARSED_CONSERVATIVELY,Standard colours for building and decorative finishes,Standard colours for building and decorative finishes,standard colours for building and decorative finishes,1985-05-31,31 May 1985,Others,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20165,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-CA084FB49FF50331,XLSX-PUBLISHED-20504,IS 10847:1984,IS 10847:1984,IS,10847,,,1984,,IS 10847,PARSED_CONSERVATIVELY,"Specification for Speculum with Screw Adjustment, Eye, Right and Left, Arruga's Pattern","Specification for Speculum with Screw Adjustment, Eye, Right and Left, Arruga's Pattern",specification for speculum with screw adjustment eye right and left arruga s pattern,1984-03-31,31 Mar 1984,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20504,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-EFC5A024A3A826DD,XLSX-PUBLISHED-20741,IS 8325:1983,IS 8325:1983,IS,8325,,,1983,,IS 8325,PARSED_CONSERVATIVELY,Specification for nickel formate for nickel catalyst (First Revision),Specification for nickel formate for nickel catalyst (First Revision),specification for nickel formate for nickel catalyst first revision,1983-06-30,30 Jun 1983,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20741,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-A4256A940002A0D6,XLSX-PUBLISHED-20871,IS 10390:1983,IS 10390:1983,IS,10390,,,1983,,IS 10390,PARSED_CONSERVATIVELY,Specification for muscle hook,Specification for muscle hook,specification for muscle hook,1983-01-31,31 Jan 1983,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20871,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-ADE4CFA943F1543C,XLSX-PUBLISHED-20872,IS 10408:1983,IS 10408:1983,IS,10408,,,1983,,IS 10408,PARSED_CONSERVATIVELY,"Specification For Spatula, Eye, Green's Pattern","Specification For Spatula, Eye, Green's Pattern",specification for spatula eye green s pattern,1983-01-31,31 Jan 1983,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,20872,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-85960E7237256DCC,XLSX-PUBLISHED-21178,IS 10045:1981,IS 10045:1981,IS,10045,,,1981,,IS 10045,PARSED_CONSERVATIVELY,"Specification For Punch, Lacrymal Bone, Beyer's Pattern","Specification For Punch, Lacrymal Bone, Beyer's Pattern",specification for punch lacrymal bone beyer s pattern,1981-12-31,31 Dec 1981,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,21178,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-BCAFD97EC1CA29F1,XLSX-PUBLISHED-21182,IS 5157:1981,IS 5157:1981,IS,5157,,,1981,,IS 5157,PARSED_CONSERVATIVELY,"Specification for forceps, eye, Iris (First Revision)","Specification for forceps, eye, Iris (First Revision)",specification for forceps eye iris first revision,1981-12-31,31 Dec 1981,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,21182,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
MSV1-7A557937D19135D6,XLSX-PUBLISHED-21212,IS 9983:1981,IS 9983:1981,IS,9983,,,1981,,IS 9983,PARSED_CONSERVATIVELY,"Specification for wire vectis and lens expressor, eye","Specification for wire vectis and lens expressor, eye",specification for wire vectis and lens expressor eye,1981-11-30,30 Nov 1981,Product Specification,Indigenous,PUBLISHED_IN_SOURCE_INVENTORY,UNKNOWN_CURRENT_STATUS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,SOURCE_DERIVED,User-supplied Published Standards XLSX,USER_SUPPLIED_OFFICIAL_INVENTORY,File_Published_Standards_List_2026-09-04_132339.xlsx,Published Standards,21212,NOT_AVAILABLE,NOT_AVAILABLE,2026-09-04,2026-09-04,OFFICIAL_SOURCE_INVENTORY,False,DUPLICATE_NORMALIZED_TITLE
